subjID	condition	taskOrder	firstTower	earlyTower	targetCause	scaleOrientation	sex	age	InstructionCheck_Attempts	totalTime	timeFinished
401	Ons-same_Delay-diff	OnsetFirst	FT-South	ET-North	Q-South	HC-R	female	51	2	436945	05.07.2018 08:46
399	Ons-diff_Delay-same	OnsetFirst	FT-North	ET-South	Q-North	HC-L	male	41	2	526331	05.07.2018 08:47
418	Ons-diff_Delay-diff_B	OnsetFirst	FT-North	ET-North	Q-South	HC-L	female	39	1	329094	05.07.2018 08:48
407	Ons-diff_Delay-diff_B	DurFirst	FT-South	ET-North	Q-North	HC-R	female	23	1	424263	05.07.2018 08:48
405	Ons-same_Delay-diff	OnsetFirst	FT-North	ET-North	Q-North	HC-L	female	27	1	478788	05.07.2018 08:48
377	Ons-diff_Delay-diff_A	OnsetFirst	FT-South	ET-South	Q-North	HC-L	male	56	1	844996	05.07.2018 08:49
413	Ons-same_Delay-diff	OnsetFirst	FT-North	ET-North	Q-South	HC-L	male	32	1	470332	05.07.2018 08:49
383	Ons-diff_Delay-diff_A	OnsetFirst	FT-South	ET-North	Q-South	HC-L	female	28	1	832463	05.07.2018 08:50
415	Ons-diff_Delay-diff_B	DurFirst	FT-South	ET-North	Q-North	HC-L	female	28	1	480516	05.07.2018 08:50
416	Ons-diff_Delay-diff_A	DurFirst	FT-South	ET-North	Q-South	HC-L	female	30	1	474394	05.07.2018 08:50
419	Ons-diff_Delay-diff_B	OnsetFirst	FT-South	ET-South	Q-South	HC-L	male	30	1	445075	05.07.2018 08:50
384	Ons-diff_Delay-same	OnsetFirst	FT-South	ET-North	Q-North	HC-R	male	24	1	846566	05.07.2018 08:50
414	Ons-diff_Delay-same	OnsetFirst	FT-South	ET-South	Q-North	HC-R	male	57	1	538841	05.07.2018 08:51
408	Ons-diff_Delay-same	OnsetFirst	FT-North	ET-North	Q-North	HC-L	female	48	2	640159	05.07.2018 08:52
409	Ons-same_Delay-diff	OnsetFirst	FT-North	ET-South	Q-North	HC-L	male	51	1	638236	05.07.2018 08:52
396	Ons-same_Delay-diff	DurFirst	FT-South	ET-North	Q-South	HC-R	female	24	3	823851	05.07.2018 08:52
403	Ons-diff_Delay-diff_A	DurFirst	FT-South	ET-North	Q-North	HC-R	female	72	1	746729	05.07.2018 08:52
404	Ons-diff_Delay-same	OnsetFirst	FT-South	ET-North	Q-North	HC-L	male	38	2	775241	05.07.2018 08:53
420	Ons-same_Delay-diff	OnsetFirst	FT-South	ET-South	Q-North	HC-R	female	41	1	608389	05.07.2018 08:54
417	Ons-diff_Delay-same	DurFirst	FT-North	ET-North	Q-South	HC-R	female	33	2	745815	05.07.2018 08:54
368	Ons-diff_Delay-diff_B	DurFirst	FT-South	ET-North	Q-North	HC-R	male	45	99	1386563	05.07.2018 08:58
364	Ons-diff_Delay-diff_B	DurFirst	FT-South	ET-South	Q-North	HC-L	male	38	2	1468589	05.07.2018 08:58
410	Ons-same_Delay-diff	DurFirst	FT-South	ET-North	Q-North	HC-R	female	21	1	1133436	05.07.2018 09:00
427	Ons-diff_Delay-diff_A	OnsetFirst	FT-South	ET-North	Q-North	HC-L	female	26	1	291184	05.07.2018 09:01
412	Ons-diff_Delay-diff_B	OnsetFirst	FT-North	ET-South	Q-North	HC-L	male	30	1	1208193	05.07.2018 09:01
424	Ons-same_Delay-diff	DurFirst	FT-South	ET-North	Q-North	HC-R	female	31	1	460407	05.07.2018 09:02
422	Ons-same_Delay-diff	OnsetFirst	FT-North	ET-North	Q-South	HC-R	female	1839	1	751836	05.07.2018 09:03
428	Ons-diff_Delay-diff_A	OnsetFirst	FT-South	ET-South	Q-South	HC-R	male	25	1	494953	05.07.2018 09:08
426	Ons-same_Delay-diff	DurFirst	FT-North	ET-South	Q-South	HC-R	female	52	1	990508	05.07.2018 09:12
421	Ons-same_Delay-diff	DurFirst	FT-South	ET-South	Q-South	HC-L	male	64	2	1642053	05.07.2018 09:12
430	Ons-diff_Delay-same	OnsetFirst	FT-North	ET-South	Q-North	HC-R	female	44	1	315357	05.07.2018 09:19
431	Ons-diff_Delay-diff_A	OnsetFirst	FT-South	ET-North	Q-South	HC-R	male	45	99	443077	05.07.2018 09:23
438	Ons-diff_Delay-diff_A	OnsetFirst	FT-South	ET-North	Q-South	HC-R	female	34	1	316727	05.07.2018 09:25
433	Ons-diff_Delay-diff_A	OnsetFirst	FT-North	ET-South	Q-North	HC-L	male	39	1	553471	05.07.2018 09:25
434	Ons-diff_Delay-diff_A	OnsetFirst	FT-North	ET-North	Q-North	HC-R	female	30	1	549429	05.07.2018 09:26
435	Ons-diff_Delay-diff_B	OnsetFirst	FT-South	ET-North	Q-North	HC-R	male	50	1	522743	05.07.2018 09:26
436	Ons-diff_Delay-same	DurFirst	FT-South	ET-North	Q-South	HC-L	male	26	1	669300	05.07.2018 09:29
437	Ons-same_Delay-diff	OnsetFirst	FT-North	ET-South	Q-South	HC-L	male	33	1	668267	05.07.2018 09:30
439	Ons-diff_Delay-diff_B	OnsetFirst	FT-North	ET-South	Q-South	HC-R	female	28	1	478748	05.07.2018 09:37
441	Ons-diff_Delay-same	OnsetFirst	FT-North	ET-South	Q-South	HC-R	female	37	1	561104	05.07.2018 12:50
440	Ons-diff_Delay-diff_A	DurFirst	FT-North	ET-North	Q-North	HC-L	male	44	1	774631	05.07.2018 12:53
